,name,type,value,date
2673,Henman,4,2605,2002-07-29
845,Kafelnikov,5,2575,2002-07-29
114,Agassi,6,2310,2002-07-29
4854,Costa,7,2285,2002-07-29
3727,Ferrero,8,2200,2002-07-29
4062,Johansson,9,1960,2002-07-29
4076,Federer,10,1915,2002-07-29
2977,Hewitt,1,5080,2002-08-05
3400,Safin,2,3215,2002-08-05
3991,Haas,3,2990,2002-08-05
2674,Henman,4,2645,2002-08-05
846,Kafelnikov,5,2645,2002-08-05
115,Agassi,6,2305,2002-08-05
4855,Costa,7,2215,2002-08-05
3728,Ferrero,8,2110,2002-08-05
4898,Roddick,9,2050,2002-08-05
3895,Grosjean,10,2000,2002-08-05
2978,Hewitt,1,5205,2002-08-12
3401,Safin,2,3215,2002-08-12
3992,Haas,3,2960,2002-08-12
847,Kafelnikov,4,2525,2002-08-12
2675,Henman,5,2455,2002-08-12
116,Agassi,6,2425,2002-08-12
3729,Ferrero,7,2300,2002-08-12
4856,Costa,8,2245,2002-08-12
4899,Roddick,9,2170,2002-08-12
5328,Moya,10,2050,2002-08-12
2979,Hewitt,1,5205,2002-08-19
3402,Safin,2,3130,2002-08-19
3993,Haas,3,3030,2002-08-19
848,Kafelnikov,4,2525,2002-08-19
2676,Henman,5,2455,2002-08-19
117,Agassi,6,2425,2002-08-19
3730,Ferrero,7,2300,2002-08-19
4857,Costa,8,2245,2002-08-19
5329,Moya,9,2050,2002-08-19
3896,Grosjean,10,2045,2002-08-19
2980,Hewitt,1,5205,2002-08-26
3403,Safin,2,3130,2002-08-26
3994,Haas,3,2945,2002-08-26
849,Kafelnikov,4,2525,2002-08-26
2677,Henman,5,2455,2002-08-26
118,Agassi,6,2425,2002-08-26
3731,Ferrero,7,2300,2002-08-26
4858,Costa,8,2245,2002-08-26
5330,Moya,9,2050,2002-08-26
3897,Grosjean,10,2045,2002-08-26
3135,Hewitt,1,5205,2002-09-02
3500,Safin,2,3130,2002-09-02
4033,Haas,3,2945,2002-09-02
874,Kafelnikov,4,2525,2002-09-02
2765,Henman,5,2455,2002-09-02
296,Agassi,6,2425,2002-09-02
3829,Ferrero,7,2300,2002-09-02
4890,Costa,8,2245,2002-09-02
5448,Moya,9,2050,2002-09-02
3950,Grosjean,10,2045,2002-09-02
2981,Hewitt,1,4655,2002-09-09
3995,Haas,2,2945,2002-09-09
119,Agassi,3,2875,2002-09-09
3404,Safin,4,2715,2002-09-09
2678,Henman,5,2455,2002-09-09
3732,Ferrero,6,2300,2002-09-09
4859,Costa,7,2130,2002-09-09
850,Kafelnikov,8,2110,2002-09-09
3898,Grosjean,9,2075,2002-09-09
5331,Moya,10,2010,2002-09-09
2982,Hewitt,1,4655,2002-09-16
3996,Haas,2,2945,2002-09-16
120,Agassi,3,2875,2002-09-16
3405,Safin,4,2580,2002-09-16
2679,Henman,5,2455,2002-09-16
3733,Ferrero,6,2300,2002-09-16
851,Kafelnikov,7,2165,2002-09-16
4860,Costa,8,2130,2002-09-16
3899,Grosjean,9,2075,2002-09-16
5332,Moya,10,2010,2002-09-16
2983,Hewitt,1,4655,2002-09-23
3997,Haas,2,2945,2002-09-23
121,Agassi,3,2875,2002-09-23
3406,Safin,4,2580,2002-09-23
2680,Henman,5,2455,2002-09-23
3734,Ferrero,6,2300,2002-09-23
852,Kafelnikov,7,2165,2002-09-23
4861,Costa,8,2130,2002-09-23
3900,Grosjean,9,2075,2002-09-23
5333,Moya,10,2010,2002-09-23
2984,Hewitt,1,4655,2002-09-30
3998,Haas,2,2945,2002-09-30
122,Agassi,3,2875,2002-09-30
3407,Safin,4,2580,2002-09-30
2681,Henman,5,2455,2002-09-30
3735,Ferrero,6,2435,2002-09-30
853,Kafelnikov,7,2165,2002-09-30
4862,Costa,8,2095,2002-09-30
3901,Grosjean,9,2055,2002-09-30
5334,Moya,10,2040,2002-09-30
2985,Hewitt,1,4465,2002-10-07
3999,Haas,2,2875,2002-10-07
123,Agassi,3,2875,2002-10-07
3408,Safin,4,2665,2002-10-07
2682,Henman,5,2455,2002-10-07
3736,Ferrero,6,2435,2002-10-07
4863,Costa,7,2095,2002-10-07
3902,Grosjean,8,2055,2002-10-07
5335,Moya,9,2040,2002-10-07
854,Kafelnikov,10,2025,2002-10-07
2986,Hewitt,1,4465,2002-10-14
124,Agassi,2,2875,2002-10-14
4000,Haas,3,2665,2002-10-14
3409,Safin,4,2620,2002-10-14
2683,Henman,5,2455,2002-10-14
3737,Ferrero,6,2405,2002-10-14
4077,Federer,7,2115,2002-10-14
3903,Grosjean,8,2090,2002-10-14
5581,Novak,9,2080,2002-10-14
4864,Costa,10,2075,2002-10-14
2987,Hewitt,1,4240,2002-10-21
125,Agassi,2,3370,2002-10-21
3410,Safin,3,2620,2002-10-21
3738,Ferrero,4,2525,2002-10-21
5582,Novak,5,2355,2002-10-21
2684,Henman,6,2335,2002-10-21
3904,Grosjean,7,2240,2002-10-21
4078,Federer,8,2235,2002-10-21
4001,Haas,9,2170,2002-10-21
5336,Moya,10,2110,2002-10-21
2988,Hewitt,1,4240,2002-10-28
126,Agassi,2,3370,2002-10-28
3739,Ferrero,3,2610,2002-10-28
3905,Grosjean,4,2465,2002-10-28
3411,Safin,5,2420,2002-10-28
5583,Novak,6,2355,2002-10-28
4002,Haas,7,2170,2002-10-28
4079,Federer,8,2170,2002-10-28
2685,Henman,9,2145,2002-10-28
5337,Moya,10,2110,2002-10-28
2989,Hewitt,1,3835,2002-11-04
127,Agassi,2,3395,2002-11-04
3412,Safin,3,2845,2002-11-04
3740,Ferrero,4,2340,2002-11-04
5338,Moya,5,2330,2002-11-04
4080,Federer,6,2290,2002-11-04
5584,Novak,7,2235,2002-11-04
2686,Henman,8,2215,2002-11-04
4900,Roddick,9,2045,2002-11-04
4003,Haas,10,2020,2002-11-04
2990,Hewitt,1,3835,2002-11-11
128,Agassi,2,3395,2002-11-11
3413,Safin,3,2845,2002-11-11
3741,Ferrero,4,2340,2002-11-11
5339,Moya,5,2330,2002-11-11
4081,Federer,6,2290,2002-11-11
5585,Novak,7,2235,2002-11-11
2687,Henman,8,2215,2002-11-11
4901,Roddick,9,2045,2002-11-11
4004,Haas,10,2020,2002-11-11
2991,Hewitt,1,4485,2002-11-18
129,Agassi,2,3395,2002-11-18
3414,Safin,3,2845,2002-11-18
3742,Ferrero,4,2740,2002-11-18
5340,Moya,5,2630,2002-11-18
4082,Federer,6,2590,2002-11-18
5586,Novak,7,2335,2002-11-18
2688,Henman,8,2215,2002-11-18
4865,Costa,9,2070,2002-11-18
4902,Roddick,10,2045,2002-11-18
2992,Hewitt,1,4485,2002-11-25
130,Agassi,2,3395,2002-11-25
3415,Safin,3,2845,2002-11-25
3743,Ferrero,4,2740,2002-11-25
5341,Moya,5,2630,2002-11-25
4083,Federer,6,2590,2002-11-25
5587,Novak,7,2335,2002-11-25
2689,Henman,8,2215,2002-11-25
4866,Costa,9,2070,2002-11-25
4903,Roddick,10,2045,2002-11-25
2993,Hewitt,1,4485,2002-12-02
131,Agassi,2,3395,2002-12-02
3416,Safin,3,2845,2002-12-02
3744,Ferrero,4,2740,2002-12-02
5342,Moya,5,2630,2002-12-02
4084,Federer,6,2590,2002-12-02
5588,Novak,7,2335,2002-12-02
2690,Henman,8,2215,2002-12-02
4867,Costa,9,2070,2002-12-02
4904,Roddick,10,2045,2002-12-02
2994,Hewitt,1,4485,2002-12-09
132,Agassi,2,3395,2002-12-09
3417,Safin,3,2845,2002-12-09
3745,Ferrero,4,2740,2002-12-09
5343,Moya,5,2630,2002-12-09
4085,Federer,6,2590,2002-12-09
5589,Novak,7,2335,2002-12-09
2691,Henman,8,2215,2002-12-09
4868,Costa,9,2070,2002-12-09
4905,Roddick,10,2045,2002-12-09
2995,Hewitt,1,4485,2002-12-16
133,Agassi,2,3395,2002-12-16
3418,Safin,3,2845,2002-12-16
3746,Ferrero,4,2740,2002-12-16
5344,Moya,5,2630,2002-12-16
4086,Federer,6,2590,2002-12-16
5590,Novak,7,2335,2002-12-16
2692,Henman,8,2215,2002-12-16
4869,Costa,9,2070,2002-12-16
4906,Roddick,10,2045,2002-12-16
3136,Hewitt,1,4485,2002-12-23
297,Agassi,2,3395,2002-12-23
3501,Safin,3,2845,2002-12-23
3830,Ferrero,4,2740,2002-12-23
5449,Moya,5,2630,2002-12-23
4408,Federer,6,2590,2002-12-23
5617,Novak,7,2335,2002-12-23
2766,Henman,8,2215,2002-12-23
4891,Costa,9,2070,2002-12-23
5222,Roddick,10,2045,2002-12-23
3137,Hewitt,1,4485,2002-12-30
298,Agassi,2,3395,2002-12-30
3502,Safin,3,2845,2002-12-30
3831,Ferrero,4,2740,2002-12-30
5450,Moya,5,2630,2002-12-30
4409,Federer,6,2590,2002-12-30
5618,Novak,7,2335,2002-12-30
2767,Henman,8,2215,2002-12-30
4892,Costa,9,2070,2002-12-30
5223,Roddick,10,2045,2002-12-30
2996,Hewitt,1,4485,2003-01-06
134,Agassi,2,3395,2003-01-06
3419,Safin,3,2845,2003-01-06
3747,Ferrero,4,2740,2003-01-06
5345,Moya,5,2630,2003-01-06
4087,Federer,6,2590,2003-01-06
5591,Novak,7,2331,2003-01-06
4870,Costa,8,2090,2003-01-06
2693,Henman,9,2065,2003-01-06
4907,Roddick,10,2045,2003-01-06
2997,Hewitt,1,4485,2003-01-13
135,Agassi,2,3395,2003-01-13
3420,Safin,3,2860,2003-01-13
3748,Ferrero,4,2835,2003-01-13
5346,Moya,5,2630,2003-01-13
4088,Federer,6,2475,2003-01-13
5592,Novak,7,2296,2003-01-13
4871,Costa,8,2090,2003-01-13
2694,Henman,9,2065,2003-01-13
4908,Roddick,10,2045,2003-01-13
3138,Hewitt,1,4485,2003-01-20
299,Agassi,2,3395,2003-01-20
3503,Safin,3,2860,2003-01-20
3832,Ferrero,4,2835,2003-01-20
5451,Moya,5,2630,2003-01-20
4410,Federer,6,2475,2003-01-20
5619,Novak,7,2296,2003-01-20
4893,Costa,8,2090,2003-01-20
2768,Henman,9,2065,2003-01-20
5224,Roddick,10,2045,2003-01-20
2998,Hewitt,1,4630,2003-01-27
136,Agassi,2,4395,2003-01-27
3749,Ferrero,3,3085,2003-01-27
5347,Moya,4,2630,2003-01-27
4089,Federer,5,2475,2003-01-27
4909,Roddick,6,2460,2003-01-27
3421,Safin,7,2235,2003-01-27
4872,Costa,8,2015,2003-01-27
5623,Nalbandian,9,1955,2003-01-27
5593,Novak,10,1921,2003-01-27
2999,Hewitt,1,4630,2003-02-03
137,Agassi,2,4395,2003-02-03
3750,Ferrero,3,3085,2003-02-03
5348,Moya,4,2630,2003-02-03
4910,Roddick,5,2460,2003-02-03
4090,Federer,6,2415,2003-02-03
3422,Safin,7,2235,2003-02-03
4873,Costa,8,2015,2003-02-03
5624,Nalbandian,9,1955,2003-02-03
5594,Novak,10,1921,2003-02-03
3000,Hewitt,1,4630,2003-02-10
138,Agassi,2,4395,2003-02-10
3751,Ferrero,3,3085,2003-02-10
5349,Moya,4,2630,2003-02-10
4911,Roddick,5,2460,2003-02-10
4091,Federer,6,2415,2003-02-10
3423,Safin,7,2235,2003-02-10
4874,Costa,8,2015,2003-02-10
5625,Nalbandian,9,1955,2003-02-10
5595,Novak,10,1921,2003-02-10
3001,Hewitt,1,4630,2003-02-17
139,Agassi,2,4495,2003-02-17
3752,Ferrero,3,3070,2003-02-17
5350,Moya,4,2630,2003-02-17
4092,Federer,5,2530,2003-02-17
4912,Roddick,6,2460,2003-02-17
3424,Safin,7,2235,2003-02-17
4875,Costa,8,2015,2003-02-17
5626,Nalbandian,9,1955,2003-02-17
5596,Novak,10,1921,2003-02-17
3002,Hewitt,1,4630,2003-02-24
140,Agassi,2,4495,2003-02-24
3753,Ferrero,3,3105,2003-02-24
5351,Moya,4,2695,2003-02-24
4093,Federer,5,2580,2003-02-24
4913,Roddick,6,2385,2003-02-24
3425,Safin,7,2235,2003-02-24
4876,Costa,8,2015,2003-02-24
5627,Nalbandian,9,1945,2003-02-24
5597,Novak,10,1921,2003-02-24
3003,Hewitt,1,4480,2003-03-03
141,Agassi,2,4450,2003-03-03
3754,Ferrero,3,3105,2003-03-03
4094,Federer,4,2780,2003-03-03
5352,Moya,5,2555,2003-03-03
4914,Roddick,6,2370,2003-03-03
3426,Safin,7,2235,2003-03-03
5598,Novak,8,2021,2003-03-03
4877,Costa,9,2015,2003-03-03
5628,Nalbandian,10,1965,2003-03-03
3004,Hewitt,1,4630,2003-03-10
142,Agassi,2,4300,2003-03-10
3755,Ferrero,3,3105,2003-03-10
4095,Federer,4,2780,2003-03-10
5353,Moya,5,2555,2003-03-10
4915,Roddick,6,2275,2003-03-10
3427,Safin,7,2235,2003-03-10
5599,Novak,8,2021,2003-03-10
4878,Costa,9,2015,2003-03-10
5629,Nalbandian,10,1980,2003-03-10
3005,Hewitt,1,4630,2003-03-17
143,Agassi,2,4295,2003-03-17
3756,Ferrero,3,3135,2003-03-17
4096,Federer,4,2740,2003-03-17
5354,Moya,5,2625,2003-03-17
4916,Roddick,6,2400,2003-03-17
3428,Safin,7,2235,2003-03-17
5600,Novak,8,2021,2003-03-17
4879,Costa,9,2015,2003-03-17
5630,Nalbandian,10,1950,2003-03-17
3139,Hewitt,1,4630,2003-03-24
300,Agassi,2,4295,2003-03-24
3833,Ferrero,3,3135,2003-03-24
4411,Federer,4,2740,2003-03-24
5452,Moya,5,2625,2003-03-24
5225,Roddick,6,2400,2003-03-24
3504,Safin,7,2235,2003-03-24
5620,Novak,8,2021,2003-03-24
4894,Costa,9,2015,2003-03-24
5824,Nalbandian,10,1950,2003-03-24
3006,Hewitt,1,4410,2003-03-31
144,Agassi,2,4295,2003-03-31
3757,Ferrero,3,3135,2003-03-31
5355,Moya,4,2970,2003-03-31
4097,Federer,5,2515,2003-03-31
4917,Roddick,6,2430,2003-03-31
4880,Costa,7,2235,2003-03-31
3429,Safin,8,2115,2003-03-31
5601,Novak,9,1991,2003-03-31
5631,Nalbandian,10,1980,2003-03-31
3007,Hewitt,1,4410,2003-04-07
145,Agassi,2,4295,2003-04-07
3758,Ferrero,3,3135,2003-04-07
5356,Moya,4,2970,2003-04-07
4098,Federer,5,2515,2003-04-07
4918,Roddick,6,2430,2003-04-07
4881,Costa,7,2235,2003-04-07
3430,Safin,8,2115,2003-04-07
5602,Novak,9,1991,2003-04-07
5632,Nalbandian,10,1980,2003-04-07
3008,Hewitt,1,4410,2003-04-14
146,Agassi,2,4295,2003-04-14
3759,Ferrero,3,3135,2003-04-14
5357,Moya,4,2970,2003-04-14
4099,Federer,5,2515,2003-04-14
4919,Roddick,6,2430,2003-04-14
4882,Costa,7,2235,2003-04-14
3431,Safin,8,2090,2003-04-14
5603,Novak,9,1991,2003-04-14
3906,Grosjean,10,1870,2003-04-14
3009,Hewitt,1,4405,2003-04-21
147,Agassi,2,4295,2003-04-21
3760,Ferrero,3,3135,2003-04-21
5358,Moya,4,2845,2003-04-21
4100,Federer,5,2480,2003-04-21
4920,Roddick,6,2360,2003-04-21
4883,Costa,7,2145,2003-04-21
3432,Safin,8,1965,2003-04-21
5604,Novak,9,1951,2003-04-21
5855,Srichaphan,10,1885,2003-04-21
148,Agassi,1,4395,2003-04-28
3010,Hewitt,2,4295,2003-04-28
3761,Ferrero,3,3210,2003-04-28
5359,Moya,4,3035,2003-04-28
4101,Federer,5,2480,2003-04-28
4921,Roddick,6,2305,2003-04-28
3433,Safin,7,2150,2003-04-28
4884,Costa,8,1960,2003-04-28
5605,Novak,9,1951,2003-04-28
5856,Srichaphan,10,1885,2003-04-28
149,Agassi,1,4395,2003-05-05
3011,Hewitt,2,4295,2003-05-05
3762,Ferrero,3,3275,2003-05-05
5360,Moya,4,3035,2003-05-05
4102,Federer,5,2545,2003-05-05
4922,Roddick,6,2305,2003-05-05
3434,Safin,7,2150,2003-05-05
4885,Costa,8,1960,2003-05-05
5606,Novak,9,1951,2003-05-05
5857,Srichaphan,10,1885,2003-05-05
3012,Hewitt,1,4260,2003-05-12
150,Agassi,2,3900,2003-05-12
3763,Ferrero,3,3465,2003-05-12
5361,Moya,4,2985,2003-05-12
4103,Federer,5,2890,2003-05-12
4923,Roddick,6,2115,2003-05-12
3435,Safin,7,2115,2003-05-12
4886,Costa,8,1910,2003-05-12
5858,Srichaphan,9,1865,2003-05-12
5607,Novak,10,1801,2003-05-12
3013,Hewitt,1,4210,2003-05-19
151,Agassi,2,3900,2003-05-19
3764,Ferrero,3,3460,2003-05-19
5362,Moya,4,2985,2003-05-19
4104,Federer,5,2465,2003-05-19
4924,Roddick,6,2075,2003-05-19
5870,Coria,7,1985,2003-05-19
5633,Nalbandian,8,1935,2003-05-19
4887,Costa,9,1910,2003-05-19
5859,Srichaphan,10,1830,2003-05-19
3014,Hewitt,1,4210,2003-05-26
152,Agassi,2,3900,2003-05-26
3765,Ferrero,3,3460,2003-05-26
5363,Moya,4,2985,2003-05-26
4105,Federer,5,2465,2003-05-26
4925,Roddick,6,2225,2003-05-26
5871,Coria,7,1985,2003-05-26
5634,Nalbandian,8,1935,2003-05-26
4888,Costa,9,1920,2003-05-26
5860,Srichaphan,10,1830,2003-05-26
3140,Hewitt,1,4210,2003-06-02
301,Agassi,2,3900,2003-06-02
3834,Ferrero,3,3460,2003-06-02
5453,Moya,4,2985,2003-06-02
4412,Federer,5,2465,2003-06-02
5226,Roddick,6,2225,2003-06-02
5994,Coria,7,1985,2003-06-02
5825,Nalbandian,8,1935,2003-06-02
4895,Costa,9,1920,2003-06-02
5868,Srichaphan,10,1830,2003-06-02
3015,Hewitt,1,4135,2003-06-09
153,Agassi,2,3900,2003-06-09
3766,Ferrero,3,3760,2003-06-09
5364,Moya,4,3160,2003-06-09
4106,Federer,5,2465,2003-06-09
5872,Coria,6,2305,2003-06-09
4926,Roddick,7,2225,2003-06-09
6015,Schuettler,8,1925,2003-06-09
5635,Nalbandian,9,1895,2003-06-09
5608,Novak,10,1775,2003-06-09
154,Agassi,1,3975,2003-06-16
3016,Hewitt,2,3965,2003-06-16
3767,Ferrero,3,3760,2003-06-16
5365,Moya,4,3160,2003-06-16
4107,Federer,5,2580,2003-06-16
4927,Roddick,6,2390,2003-06-16
5873,Coria,7,2305,2003-06-16
6016,Schuettler,8,1925,2003-06-16
5636,Nalbandian,9,1895,2003-06-16
5609,Novak,10,1805,2003-06-16
155,Agassi,1,3975,2003-06-23
3017,Hewitt,2,3940,2003-06-23
3768,Ferrero,3,3760,2003-06-23
5366,Moya,4,3160,2003-06-23
4108,Federer,5,2580,2003-06-23
4928,Roddick,6,2390,2003-06-23
5874,Coria,7,2260,2003-06-23
6017,Schuettler,8,1925,2003-06-23
5637,Nalbandian,9,1895,2003-06-23
5610,Novak,10,1805,2003-06-23
302,Agassi,1,3975,2003-06-30
3141,Hewitt,2,3940,2003-06-30
3835,Ferrero,3,3760,2003-06-30
5454,Moya,4,3160,2003-06-30
4413,Federer,5,2580,2003-06-30
5227,Roddick,6,2390,2003-06-30
5995,Coria,7,2260,2003-06-30
6066,Schuettler,8,1925,2003-06-30
5826,Nalbandian,9,1895,2003-06-30
5621,Novak,10,1805,2003-06-30
156,Agassi,1,4090,2003-07-07
3769,Ferrero,2,3875,2003-07-07
4109,Federer,3,3575,2003-07-07
5367,Moya,4,3160,2003-07-07
3018,Hewitt,5,2945,2003-07-07
4929,Roddick,6,2765,2003-07-07
5875,Coria,7,2250,2003-07-07
6018,Schuettler,8,2000,2003-07-07
3907,Grosjean,9,1950,2003-07-07
5611,Novak,10,1845,2003-07-07
157,Agassi,1,4090,2003-07-14
3770,Ferrero,2,3875,2003-07-14
4110,Federer,3,3575,2003-07-14
5368,Moya,4,3095,2003-07-14
3019,Hewitt,5,2945,2003-07-14
4930,Roddick,6,2765,2003-07-14
5876,Coria,7,2250,2003-07-14
6019,Schuettler,8,2000,2003-07-14
5612,Novak,9,1980,2003-07-14
3908,Grosjean,10,1950,2003-07-14
158,Agassi,1,4090,2003-07-21
3771,Ferrero,2,3875,2003-07-21
4111,Federer,3,3575,2003-07-21
5369,Moya,4,2995,2003-07-21
3020,Hewitt,5,2945,2003-07-21
4931,Roddick,6,2765,2003-07-21
5877,Coria,7,2460,2003-07-21
6020,Schuettler,8,2020,2003-07-21
3909,Grosjean,9,1950,2003-07-21
5613,Novak,10,1945,2003-07-21
159,Agassi,1,3940,2003-07-28
3772,Ferrero,2,3775,2003-07-28
4112,Federer,3,3575,2003-07-28
5370,Moya,4,3095,2003-07-28
3021,Hewitt,5,2945,2003-07-28
4932,Roddick,6,2890,2003-07-28
5878,Coria,7,2735,2003-07-28
6021,Schuettler,8,2020,2003-07-28
3910,Grosjean,9,1950,2003-07-28
5614,Novak,10,1945,2003-07-28
160,Agassi,1,4030,2003-08-04
3773,Ferrero,2,3815,2003-08-04
4113,Federer,3,3690,2003-08-04
5371,Moya,4,3135,2003-08-04
3022,Hewitt,5,3060,2003-08-04
5879,Coria,6,2885,2003-08-04
4933,Roddick,7,2630,2003-08-04
6022,Schuettler,8,2055,2003-08-04
5861,Srichaphan,9,1925,2003-08-04
3911,Grosjean,10,1865,2003-08-04
161,Agassi,1,4030,2003-08-11
4114,Federer,2,3910,2003-08-11
3774,Ferrero,3,3665,2003-08-11
4934,Roddick,4,3005,2003-08-11
5880,Coria,5,2840,2003-08-11
3023,Hewitt,6,2745,2003-08-11
5372,Moya,7,2640,2003-08-11
6023,Schuettler,8,2155,2003-08-11
3912,Grosjean,9,1935,2003-08-11
5862,Srichaphan,10,1925,2003-08-11
162,Agassi,1,3920,2003-08-18
4115,Federer,2,3825,2003-08-18
3775,Ferrero,3,3625,2003-08-18
4935,Roddick,4,3415,2003-08-18
5881,Coria,5,2930,2003-08-18
3024,Hewitt,6,2725,2003-08-18
5373,Moya,7,2570,2003-08-18
6024,Schuettler,8,2270,2003-08-18
3913,Grosjean,9,1880,2003-08-18
5615,Novak,10,1795,2003-08-18
163,Agassi,1,3920,2003-08-25
4116,Federer,2,3825,2003-08-25
3776,Ferrero,3,3625,2003-08-25
4936,Roddick,4,3415,2003-08-25
5882,Coria,5,2930,2003-08-25
3025,Hewitt,6,2725,2003-08-25
5374,Moya,7,2570,2003-08-25
6025,Schuettler,8,2270,2003-08-25
3914,Grosjean,9,1880,2003-08-25
5616,Novak,10,1795,2003-08-25
303,Agassi,1,3920,2003-09-01
4414,Federer,2,3825,2003-09-01
3836,Ferrero,3,3625,2003-09-01
5228,Roddick,4,3415,2003-09-01
5996,Coria,5,2930,2003-09-01
3142,Hewitt,6,2725,2003-09-01
5455,Moya,7,2570,2003-09-01
6067,Schuettler,8,2270,2003-09-01
3951,Grosjean,9,1880,2003-09-01
5622,Novak,10,1795,2003-09-01
3777,Ferrero,1,4250,2003-09-08
4937,Roddick,2,4165,2003-09-08
4117,Federer,3,3825,2003-09-08
164,Agassi,4,3670,2003-09-08
5883,Coria,5,3105,2003-09-08
5375,Moya,6,2685,2003-09-08
3026,Hewitt,7,2525,2003-09-08
6026,Schuettler,8,2415,2003-09-08
5638,Nalbandian,9,2145,2003-09-08
3915,Grosjean,10,1850,2003-09-08
3778,Ferrero,1,4250,2003-09-15
4938,Roddick,2,4165,2003-09-15
4118,Federer,3,3825,2003-09-15
165,Agassi,4,3670,2003-09-15
5884,Coria,5,3000,2003-09-15
5376,Moya,6,2685,2003-09-15
3027,Hewitt,7,2525,2003-09-15
6027,Schuettler,8,2495,2003-09-15
5639,Nalbandian,9,2145,2003-09-15
3916,Grosjean,10,1850,2003-09-15
3779,Ferrero,1,4250,2003-09-22
4939,Roddick,2,4165,2003-09-22
4119,Federer,3,3825,2003-09-22
166,Agassi,4,3670,2003-09-22
5885,Coria,5,3000,2003-09-22
5377,Moya,6,2685,2003-09-22
3028,Hewitt,7,2525,2003-09-22
6028,Schuettler,8,2495,2003-09-22
5640,Nalbandian,9,2145,2003-09-22
3917,Grosjean,10,1850,2003-09-22
3780,Ferrero,1,4195,2003-09-29
4940,Roddick,2,4165,2003-09-29
4120,Federer,3,3825,2003-09-29
167,Agassi,4,3670,2003-09-29
5886,Coria,5,3000,2003-09-29
5378,Moya,6,2640,2003-09-29
3029,Hewitt,7,2525,2003-09-29
6029,Schuettler,8,2495,2003-09-29
5641,Nalbandian,9,2145,2003-09-29
3918,Grosjean,10,1850,2003-09-29
3781,Ferrero,1,4195,2003-10-06
4941,Roddick,2,4165,2003-10-06
4121,Federer,3,3825,2003-10-06
168,Agassi,4,3670,2003-10-06
5887,Coria,5,3000,2003-10-06
6030,Schuettler,6,2685,2003-10-06
5379,Moya,7,2640,2003-10-06
3030,Hewitt,8,2465,2003-10-06
5642,Nalbandian,9,2145,2003-10-06
3919,Grosjean,10,1985,2003-10-06
3782,Ferrero,1,4195,2003-10-13
4942,Roddick,2,4165,2003-10-13
4122,Federer,3,3825,2003-10-13
169,Agassi,4,3670,2003-10-13
5888,Coria,5,2990,2003-10-13
6031,Schuettler,6,2850,2003-10-13
5380,Moya,7,2705,2003-10-13
3031,Hewitt,8,2465,2003-10-13
5643,Nalbandian,9,2145,2003-10-13
3920,Grosjean,10,1970,2003-10-13
3783,Ferrero,1,4570,2003-10-20
4943,Roddick,2,4235,2003-10-20
4123,Federer,3,3925,2003-10-20
170,Agassi,4,3170,2003-10-20
5889,Coria,5,2965,2003-10-20
6032,Schuettler,6,2850,2003-10-20
5381,Moya,7,2705,2003-10-20
3032,Hewitt,8,2465,2003-10-20
5644,Nalbandian,9,2070,2003-10-20
3921,Grosjean,10,1870,2003-10-20
3784,Ferrero,1,4535,2003-10-27
4944,Roddick,2,4235,2003-10-27
4124,Federer,3,3925,2003-10-27
5890,Coria,4,3175,2003-10-27
171,Agassi,5,3150,2003-10-27
6033,Schuettler,6,2885,2003-10-27
5382,Moya,7,2705,2003-10-27
3033,Hewitt,8,2450,2003-10-27
5645,Nalbandian,9,1995,2003-10-27
5863,Srichaphan,10,1745,2003-10-27
4945,Roddick,1,4335,2003-11-03
3785,Ferrero,2,4205,2003-11-03
4125,Federer,3,3625,2003-11-03
5891,Coria,4,3230,2003-11-03
172,Agassi,5,3025,2003-11-03
6034,Schuettler,6,3005,2003-11-03
5383,Moya,7,2180,2003-11-03
5646,Nalbandian,8,1960,2003-11-03
6076,Philippoussis,9,1615,2003-11-03
3922,Grosjean,10,1610,2003-11-03
4946,Roddick,1,4335,2003-11-10
3786,Ferrero,2,4205,2003-11-10
4126,Federer,3,3625,2003-11-10
5892,Coria,4,3230,2003-11-10
173,Agassi,5,3025,2003-11-10
6035,Schuettler,6,3005,2003-11-10
5384,Moya,7,2180,2003-11-10
5647,Nalbandian,8,1960,2003-11-10
6077,Philippoussis,9,1615,2003-11-10
3923,Grosjean,10,1610,2003-11-10
4947,Roddick,1,4535,2003-11-17
4127,Federer,2,4375,2003-11-17
3787,Ferrero,3,4205,2003-11-17
174,Agassi,4,3425,2003-11-17
5893,Coria,5,3330,2003-11-17
6036,Schuettler,6,3205,2003-11-17
5385,Moya,7,2280,2003-11-17
5648,Nalbandian,8,2060,2003-11-17
6078,Philippoussis,9,1615,2003-11-17
3924,Grosjean,10,1610,2003-11-17
4948,Roddick,1,4535,2003-11-24
4128,Federer,2,4375,2003-11-24
3788,Ferrero,3,4205,2003-11-24
175,Agassi,4,3425,2003-11-24
5894,Coria,5,3330,2003-11-24
6037,Schuettler,6,3205,2003-11-24
5386,Moya,7,2280,2003-11-24
5649,Nalbandian,8,2060,2003-11-24
6079,Philippoussis,9,1615,2003-11-24
3925,Grosjean,10,1610,2003-11-24
4949,Roddick,1,4535,2003-12-01
4129,Federer,2,4375,2003-12-01
3789,Ferrero,3,4205,2003-12-01
176,Agassi,4,3425,2003-12-01
5895,Coria,5,3330,2003-12-01
6038,Schuettler,6,3205,2003-12-01
5387,Moya,7,2280,2003-12-01
