,name,type,value,date
5650,Nalbandian,8,2060,2003-12-01
6080,Philippoussis,9,1615,2003-12-01
3926,Grosjean,10,1610,2003-12-01
4950,Roddick,1,4535,2003-12-08
4130,Federer,2,4375,2003-12-08
3790,Ferrero,3,4205,2003-12-08
177,Agassi,4,3425,2003-12-08
5896,Coria,5,3330,2003-12-08
6039,Schuettler,6,3205,2003-12-08
5388,Moya,7,2280,2003-12-08
5651,Nalbandian,8,2060,2003-12-08
6081,Philippoussis,9,1615,2003-12-08
3927,Grosjean,10,1610,2003-12-08
4951,Roddick,1,4535,2003-12-15
4131,Federer,2,4375,2003-12-15
3791,Ferrero,3,4205,2003-12-15
178,Agassi,4,3425,2003-12-15
5897,Coria,5,3330,2003-12-15
6040,Schuettler,6,3205,2003-12-15
5389,Moya,7,2280,2003-12-15
5652,Nalbandian,8,2060,2003-12-15
6082,Philippoussis,9,1615,2003-12-15
3928,Grosjean,10,1610,2003-12-15
5229,Roddick,1,4535,2003-12-22
4415,Federer,2,4375,2003-12-22
3837,Ferrero,3,4205,2003-12-22
304,Agassi,4,3425,2003-12-22
5997,Coria,5,3330,2003-12-22
6068,Schuettler,6,3205,2003-12-22
5456,Moya,7,2280,2003-12-22
5827,Nalbandian,8,2060,2003-12-22
6090,Philippoussis,9,1615,2003-12-22
3952,Grosjean,10,1610,2003-12-22
5230,Roddick,1,4535,2003-12-29
4416,Federer,2,4375,2003-12-29
3838,Ferrero,3,4205,2003-12-29
305,Agassi,4,3425,2003-12-29
5998,Coria,5,3330,2003-12-29
6069,Schuettler,6,3205,2003-12-29
5457,Moya,7,2280,2003-12-29
5828,Nalbandian,8,2060,2003-12-29
6091,Philippoussis,9,1615,2003-12-29
3953,Grosjean,10,1610,2003-12-29
5231,Roddick,1,4535,2004-01-05
4417,Federer,2,4375,2004-01-05
3839,Ferrero,3,4205,2004-01-05
306,Agassi,4,3425,2004-01-05
5999,Coria,5,3330,2004-01-05
6070,Schuettler,6,3205,2004-01-05
5458,Moya,7,2280,2004-01-05
5829,Nalbandian,8,2060,2004-01-05
6092,Philippoussis,9,1615,2004-01-05
3954,Grosjean,10,1610,2004-01-05
4952,Roddick,1,4535,2004-01-12
4132,Federer,2,4375,2004-01-12
3792,Ferrero,3,4145,2004-01-12
179,Agassi,4,3425,2004-01-12
5898,Coria,5,3330,2004-01-12
6041,Schuettler,6,3205,2004-01-12
5390,Moya,7,2380,2004-01-12
5653,Nalbandian,8,2060,2004-01-12
3929,Grosjean,9,1630,2004-01-12
6083,Philippoussis,10,1605,2004-01-12
4953,Roddick,1,4535,2004-01-19
4133,Federer,2,4375,2004-01-19
3793,Ferrero,3,4145,2004-01-19
180,Agassi,4,3425,2004-01-19
5899,Coria,5,3330,2004-01-19
6042,Schuettler,6,3205,2004-01-19
5391,Moya,7,2380,2004-01-19
5654,Nalbandian,8,2060,2004-01-19
6084,Philippoussis,9,1640,2004-01-19
3930,Grosjean,10,1630,2004-01-19
5232,Roddick,1,4535,2004-01-26
4418,Federer,2,4375,2004-01-26
3840,Ferrero,3,4145,2004-01-26
307,Agassi,4,3425,2004-01-26
6000,Coria,5,3330,2004-01-26
6071,Schuettler,6,3205,2004-01-26
5459,Moya,7,2380,2004-01-26
5830,Nalbandian,8,2060,2004-01-26
6093,Philippoussis,9,1640,2004-01-26
3955,Grosjean,10,1630,2004-01-26
4134,Federer,1,5225,2004-02-02
3794,Ferrero,2,4345,2004-02-02
4954,Roddick,3,4335,2004-02-02
5900,Coria,4,3185,2004-02-02
181,Agassi,5,2875,2004-02-02
6043,Schuettler,6,2510,2004-02-02
5392,Moya,7,2345,2004-02-02
5655,Nalbandian,8,2060,2004-02-02
6085,Philippoussis,9,1715,2004-02-02
5864,Srichaphan,10,1655,2004-02-02
4135,Federer,1,5225,2004-02-09
3795,Ferrero,2,4345,2004-02-09
4955,Roddick,3,4335,2004-02-09
5901,Coria,4,3185,2004-02-09
182,Agassi,5,2875,2004-02-09
6044,Schuettler,6,2510,2004-02-09
5393,Moya,7,2345,2004-02-09
5656,Nalbandian,8,2060,2004-02-09
6086,Philippoussis,9,1715,2004-02-09
5865,Srichaphan,10,1655,2004-02-09
4136,Federer,1,5170,2004-02-16
4956,Roddick,2,4390,2004-02-16
3796,Ferrero,3,4345,2004-02-16
5902,Coria,4,3185,2004-02-16
183,Agassi,5,2775,2004-02-16
6045,Schuettler,6,2510,2004-02-16
5394,Moya,7,2345,2004-02-16
5657,Nalbandian,8,2060,2004-02-16
6087,Philippoussis,9,1705,2004-02-16
5866,Srichaphan,10,1655,2004-02-16
4137,Federer,1,5170,2004-02-23
3797,Ferrero,2,4460,2004-02-23
4957,Roddick,3,4335,2004-02-23
5903,Coria,4,3240,2004-02-23
184,Agassi,5,2775,2004-02-23
6046,Schuettler,6,2510,2004-02-23
5395,Moya,7,2290,2004-02-23
5658,Nalbandian,8,2025,2004-02-23
3034,Hewitt,9,1875,2004-02-23
6088,Philippoussis,10,1705,2004-02-23
4138,Federer,1,4930,2004-03-01
3798,Ferrero,2,4460,2004-03-01
4958,Roddick,3,4335,2004-03-01
5904,Coria,4,3240,2004-03-01
185,Agassi,5,2775,2004-03-01
6047,Schuettler,6,2495,2004-03-01
5396,Moya,7,2290,2004-03-01
5659,Nalbandian,8,2000,2004-03-01
3035,Hewitt,9,1875,2004-03-01
6089,Philippoussis,10,1705,2004-03-01
4139,Federer,1,5170,2004-03-08
3799,Ferrero,2,4460,2004-03-08
4959,Roddick,3,4335,2004-03-08
5905,Coria,4,3240,2004-03-08
186,Agassi,5,2770,2004-03-08
6048,Schuettler,6,2495,2004-03-08
5397,Moya,7,2420,2004-03-08
5660,Nalbandian,8,1965,2004-03-08
3036,Hewitt,9,1700,2004-03-08
2695,Henman,10,1700,2004-03-08
4419,Federer,1,5170,2004-03-15
3841,Ferrero,2,4460,2004-03-15
5233,Roddick,3,4335,2004-03-15
6001,Coria,4,3240,2004-03-15
308,Agassi,5,2770,2004-03-15
6072,Schuettler,6,2495,2004-03-15
5460,Moya,7,2420,2004-03-15
5831,Nalbandian,8,1965,2004-03-15
3143,Hewitt,9,1700,2004-03-15
2769,Henman,10,1700,2004-03-15
4140,Federer,1,5635,2004-03-22
3800,Ferrero,2,4425,2004-03-22
4960,Roddick,3,4335,2004-03-22
5906,Coria,4,3290,2004-03-22
187,Agassi,5,2995,2004-03-22
5398,Moya,6,2350,2004-03-22
6049,Schuettler,7,2275,2004-03-22
2696,Henman,8,2015,2004-03-22
5661,Nalbandian,9,1960,2004-03-22
5867,Srichaphan,10,1655,2004-03-22
4420,Federer,1,5635,2004-03-29
3842,Ferrero,2,4425,2004-03-29
5234,Roddick,3,4335,2004-03-29
6002,Coria,4,3290,2004-03-29
309,Agassi,5,2995,2004-03-29
5461,Moya,6,2350,2004-03-29
6073,Schuettler,7,2275,2004-03-29
2770,Henman,8,2015,2004-03-29
5832,Nalbandian,9,1960,2004-03-29
5869,Srichaphan,10,1655,2004-03-29
4141,Federer,1,5545,2004-04-05
4961,Roddick,2,4800,2004-04-05
3801,Ferrero,3,4390,2004-04-05
5907,Coria,4,3565,2004-04-05
188,Agassi,5,2570,2004-04-05
6050,Schuettler,6,2245,2004-04-05
5399,Moya,7,2125,2004-04-05
2697,Henman,8,2015,2004-04-05
5662,Nalbandian,9,1925,2004-04-05
3931,Grosjean,10,1630,2004-04-05
4142,Federer,1,5545,2004-04-12
4962,Roddick,2,4800,2004-04-12
3802,Ferrero,3,4390,2004-04-12
5908,Coria,4,3565,2004-04-12
189,Agassi,5,2570,2004-04-12
6051,Schuettler,6,2245,2004-04-12
5400,Moya,7,2125,2004-04-12
2698,Henman,8,2015,2004-04-12
5663,Nalbandian,9,1925,2004-04-12
3932,Grosjean,10,1630,2004-04-12
4143,Federer,1,5605,2004-04-19
4963,Roddick,2,4915,2004-04-19
3803,Ferrero,3,3965,2004-04-19
5909,Coria,4,3230,2004-04-19
190,Agassi,5,2570,2004-04-19
6052,Schuettler,6,2270,2004-04-19
2699,Henman,7,2075,2004-04-19
5401,Moya,8,2020,2004-04-19
5664,Nalbandian,9,1890,2004-04-19
3933,Grosjean,10,1645,2004-04-19
4144,Federer,1,5545,2004-04-26
4964,Roddick,2,4795,2004-04-26
3804,Ferrero,3,3835,2004-04-26
5910,Coria,4,3715,2004-04-26
6053,Schuettler,5,2560,2004-04-26
191,Agassi,6,2395,2004-04-26
2700,Henman,7,2140,2004-04-26
5665,Nalbandian,8,2010,2004-04-26
5402,Moya,9,1945,2004-04-26
3934,Grosjean,10,1665,2004-04-26
4145,Federer,1,5430,2004-05-03
4965,Roddick,2,4795,2004-05-03
5911,Coria,3,3715,2004-05-03
3805,Ferrero,4,3700,2004-05-03
6054,Schuettler,5,2560,2004-05-03
192,Agassi,6,2395,2004-05-03
2701,Henman,7,2140,2004-05-03
5666,Nalbandian,8,2085,2004-05-03
5403,Moya,9,1945,2004-05-03
3935,Grosjean,10,1665,2004-05-03
4146,Federer,1,5115,2004-05-10
4966,Roddick,2,4765,2004-05-10
5912,Coria,3,3640,2004-05-10
3806,Ferrero,4,3475,2004-05-10
6055,Schuettler,5,2440,2004-05-10
5667,Nalbandian,6,2430,2004-05-10
193,Agassi,7,2390,2004-05-10
5404,Moya,8,2370,2004-05-10
2702,Henman,9,2210,2004-05-10
3936,Grosjean,10,1695,2004-05-10
4147,Federer,1,5540,2004-05-17
4967,Roddick,2,4730,2004-05-17
5913,Coria,3,3490,2004-05-17
3807,Ferrero,4,3475,2004-05-17
5405,Moya,5,2460,2004-05-17
194,Agassi,6,2390,2004-05-17
6056,Schuettler,7,2370,2004-05-17
5668,Nalbandian,8,2210,2004-05-17
2703,Henman,9,2170,2004-05-17
3937,Grosjean,10,1665,2004-05-17
4148,Federer,1,5540,2004-05-24
4968,Roddick,2,4665,2004-05-24
5914,Coria,3,3490,2004-05-24
3808,Ferrero,4,3475,2004-05-24
5406,Moya,5,2460,2004-05-24
195,Agassi,6,2395,2004-05-24
6057,Schuettler,7,2370,2004-05-24
5669,Nalbandian,8,2210,2004-05-24
2704,Henman,9,2170,2004-05-24
3938,Grosjean,10,1665,2004-05-24
4421,Federer,1,5540,2004-05-31
5235,Roddick,2,4665,2004-05-31
6003,Coria,3,3490,2004-05-31
3843,Ferrero,4,3475,2004-05-31
5462,Moya,5,2460,2004-05-31
310,Agassi,6,2395,2004-05-31
6074,Schuettler,7,2370,2004-05-31
5833,Nalbandian,8,2210,2004-05-31
2771,Henman,9,2170,2004-05-31
3956,Grosjean,10,1665,2004-05-31
4149,Federer,1,5610,2004-06-07
4969,Roddick,2,4695,2004-06-07
5915,Coria,3,3740,2004-06-07
5670,Nalbandian,4,2625,2004-06-07
2705,Henman,5,2545,2004-06-07
3809,Ferrero,6,2510,2004-06-07
5407,Moya,7,2460,2004-06-07
6058,Schuettler,8,2225,2004-06-07
196,Agassi,9,2150,2004-06-07
6105,Gaudio,10,1705,2004-06-07
4150,Federer,1,5610,2004-06-14
4970,Roddick,2,4695,2004-06-14
5916,Coria,3,3740,2004-06-14
5671,Nalbandian,4,2625,2004-06-14
3810,Ferrero,5,2510,2004-06-14
2706,Henman,6,2505,2004-06-14
5408,Moya,7,2460,2004-06-14
6059,Schuettler,8,2265,2004-06-14
197,Agassi,9,2055,2004-06-14
3037,Hewitt,10,1745,2004-06-14
4151,Federer,1,5610,2004-06-21
4971,Roddick,2,4695,2004-06-21
5917,Coria,3,3740,2004-06-21
5672,Nalbandian,4,2625,2004-06-21
3811,Ferrero,5,2510,2004-06-21
2707,Henman,6,2505,2004-06-21
5409,Moya,7,2460,2004-06-21
6060,Schuettler,8,2265,2004-06-21
198,Agassi,9,2055,2004-06-21
3038,Hewitt,10,1745,2004-06-21
4422,Federer,1,5610,2004-06-28
5236,Roddick,2,4695,2004-06-28
6004,Coria,3,3740,2004-06-28
5834,Nalbandian,4,2625,2004-06-28
3844,Ferrero,5,2510,2004-06-28
2772,Henman,6,2505,2004-06-28
5463,Moya,7,2460,2004-06-28
6075,Schuettler,8,2265,2004-06-28
311,Agassi,9,2055,2004-06-28
3144,Hewitt,10,1745,2004-06-28
4152,Federer,1,5610,2004-07-05
4972,Roddick,2,4945,2004-07-05
5918,Coria,3,3770,2004-07-05
5410,Moya,4,2610,2004-07-05
2708,Henman,5,2505,2004-07-05
5673,Nalbandian,6,2475,2004-07-05
3812,Ferrero,7,2435,2004-07-05
6061,Schuettler,8,2190,2004-07-05
3039,Hewitt,9,1990,2004-07-05
199,Agassi,10,1905,2004-07-05
4153,Federer,1,5665,2004-07-12
4973,Roddick,2,4945,2004-07-12
5919,Coria,3,3770,2004-07-12
5411,Moya,4,2610,2004-07-12
2709,Henman,5,2505,2004-07-12
5674,Nalbandian,6,2475,2004-07-12
3813,Ferrero,7,2435,2004-07-12
6062,Schuettler,8,2190,2004-07-12
3040,Hewitt,9,1990,2004-07-12
200,Agassi,10,1905,2004-07-12
4154,Federer,1,5665,2004-07-19
4974,Roddick,2,4945,2004-07-19
5920,Coria,3,3640,2004-07-19
5412,Moya,4,2610,2004-07-19
2710,Henman,5,2505,2004-07-19
5675,Nalbandian,6,2475,2004-07-19
3814,Ferrero,7,2435,2004-07-19
6063,Schuettler,8,2190,2004-07-19
3041,Hewitt,9,1990,2004-07-19
201,Agassi,10,1945,2004-07-19
4155,Federer,1,5665,2004-07-26
4975,Roddick,2,4945,2004-07-26
5921,Coria,3,3355,2004-07-26
5413,Moya,4,2555,2004-07-26
2711,Henman,5,2505,2004-07-26
5676,Nalbandian,6,2475,2004-07-26
3815,Ferrero,7,2365,2004-07-26
6064,Schuettler,8,2200,2004-07-26
6106,Gaudio,9,1995,2004-07-26
3042,Hewitt,10,1990,2004-07-26
4156,Federer,1,6105,2004-08-02
4976,Roddick,2,5185,2004-08-02
5922,Coria,3,3185,2004-08-02
5414,Moya,4,2510,2004-08-02
5677,Nalbandian,5,2465,2004-08-02
2712,Henman,6,2340,2004-08-02
3816,Ferrero,7,2330,2004-08-02
6065,Schuettler,8,2095,2004-08-02
6107,Gaudio,9,1960,2004-08-02
3043,Hewitt,10,1945,2004-08-02
4157,Federer,1,5885,2004-08-09
4977,Roddick,2,4910,2004-08-09
5923,Coria,3,3180,2004-08-09
5415,Moya,4,2630,2004-08-09
2713,Henman,5,2380,2004-08-09
3817,Ferrero,6,2290,2004-08-09
202,Agassi,7,2265,2004-08-09
3044,Hewitt,8,2260,2004-08-09
5678,Nalbandian,9,2115,2004-08-09
6108,Gaudio,10,1990,2004-08-09
4158,Federer,1,5910,2004-08-16
4978,Roddick,2,4520,2004-08-16
5924,Coria,3,3070,2004-08-16
5416,Moya,4,2745,2004-08-16
2714,Henman,5,2380,2004-08-16
203,Agassi,6,2265,2004-08-16
3818,Ferrero,7,2260,2004-08-16
3045,Hewitt,8,2255,2004-08-16
5679,Nalbandian,9,1990,2004-08-16
6109,Gaudio,10,1955,2004-08-16
4159,Federer,1,5910,2004-08-23
4979,Roddick,2,4520,2004-08-23
5925,Coria,3,3070,2004-08-23
5417,Moya,4,2745,2004-08-23
3046,Hewitt,5,2430,2004-08-23
2715,Henman,6,2380,2004-08-23
204,Agassi,7,2340,2004-08-23
3819,Ferrero,8,2280,2004-08-23
5680,Nalbandian,9,1990,2004-08-23
6110,Gaudio,10,1955,2004-08-23
4160,Federer,1,5910,2004-08-30
4980,Roddick,2,4520,2004-08-30
5926,Coria,3,3070,2004-08-30
5418,Moya,4,2745,2004-08-30
3047,Hewitt,5,2605,2004-08-30
2716,Henman,6,2380,2004-08-30
205,Agassi,7,2340,2004-08-30
3820,Ferrero,8,2280,2004-08-30
5681,Nalbandian,9,1990,2004-08-30
6111,Gaudio,10,1955,2004-08-30
4423,Federer,1,5910,2004-09-06
5237,Roddick,2,4520,2004-09-06
6005,Coria,3,3070,2004-09-06
5464,Moya,4,2745,2004-09-06
3145,Hewitt,5,2605,2004-09-06
2773,Henman,6,2380,2004-09-06
312,Agassi,7,2340,2004-09-06
3845,Ferrero,8,2280,2004-09-06
5835,Nalbandian,9,1990,2004-09-06
6178,Gaudio,10,1955,2004-09-06
4161,Federer,1,6760,2004-09-13
4981,Roddick,2,3770,2004-09-13
3048,Hewitt,3,3055,2004-09-13
2717,Henman,4,2825,2004-09-13
5927,Coria,5,2820,2004-09-13
5419,Moya,6,2670,2004-09-13
206,Agassi,7,2140,2004-09-13
6112,Gaudio,8,1985,2004-09-13
6189,Massu,9,1760,2004-09-13
3939,Grosjean,10,1685,2004-09-13
4162,Federer,1,6760,2004-09-20
4982,Roddick,2,3770,2004-09-20
3049,Hewitt,3,3055,2004-09-20
2718,Henman,4,2825,2004-09-20
5928,Coria,5,2820,2004-09-20
5420,Moya,6,2670,2004-09-20
207,Agassi,7,2140,2004-09-20
6113,Gaudio,8,1985,2004-09-20
3436,Safin,9,1760,2004-09-20
6190,Massu,10,1730,2004-09-20
4163,Federer,1,6760,2004-09-27
4983,Roddick,2,3770,2004-09-27
3050,Hewitt,3,3055,2004-09-27
2719,Henman,4,2825,2004-09-27
5929,Coria,5,2820,2004-09-27
5421,Moya,6,2670,2004-09-27
208,Agassi,7,2140,2004-09-27
6114,Gaudio,8,1985,2004-09-27
3437,Safin,9,1760,2004-09-27
3940,Grosjean,10,1685,2004-09-27
4164,Federer,1,6875,2004-10-04
4984,Roddick,2,3780,2004-10-04
3051,Hewitt,3,3055,2004-10-04
2720,Henman,4,2825,2004-10-04
5930,Coria,5,2820,2004-10-04
5422,Moya,6,2670,2004-10-04
209,Agassi,7,2140,2004-10-04
6115,Gaudio,8,1985,2004-10-04
3438,Safin,9,1820,2004-10-04
5682,Nalbandian,10,1615,2004-10-04
4165,Federer,1,6685,2004-10-11
4985,Roddick,2,3780,2004-10-11
3052,Hewitt,3,3065,2004-10-11
5931,Coria,4,2820,2004-10-11
2721,Henman,5,2720,2004-10-11
5423,Moya,6,2595,2004-10-11
210,Agassi,7,2140,2004-10-11
6116,Gaudio,8,1985,2004-10-11
3439,Safin,9,1820,2004-10-11
5683,Nalbandian,10,1640,2004-10-11
4166,Federer,1,6485,2004-10-18
4986,Roddick,2,3815,2004-10-18
3053,Hewitt,3,3165,2004-10-18
5932,Coria,4,2825,2004-10-18
2722,Henman,5,2720,2004-10-18
5424,Moya,6,2595,2004-10-18
211,Agassi,7,2140,2004-10-18
6117,Gaudio,8,1975,2004-10-18
3440,Safin,9,1840,2004-10-18
5684,Nalbandian,10,1700,2004-10-18
4167,Federer,1,6460,2004-10-25
4987,Roddick,2,3705,2004-10-25
3054,Hewitt,3,3065,2004-10-25
2723,Henman,4,2735,2004-10-25
5933,Coria,5,2575,2004-10-25
5425,Moya,6,2520,2004-10-25
212,Agassi,7,2365,2004-10-25
3441,Safin,8,2325,2004-10-25
6118,Gaudio,9,1950,2004-10-25
5685,Nalbandian,10,1875,2004-10-25
4168,Federer,1,6360,2004-11-01
4988,Roddick,2,3555,2004-11-01
3055,Hewitt,3,3165,2004-11-01
5426,Moya,4,2595,2004-11-01
5934,Coria,5,2505,2004-11-01
213,Agassi,6,2505,2004-11-01
3442,Safin,7,2385,2004-11-01
2724,Henman,8,2295,2004-11-01
5686,Nalbandian,9,2050,2004-11-01
6119,Gaudio,10,1940,2004-11-01
4169,Federer,1,5585,2004-11-08
4989,Roddick,2,3355,2004-11-08
3056,Hewitt,3,3190,2004-11-08
3443,Safin,4,2860,2004-11-08
5427,Moya,5,2420,2004-11-08
5935,Coria,6,2400,2004-11-08
2725,Henman,7,2365,2004-11-08
214,Agassi,8,2100,2004-11-08
5687,Nalbandian,9,1945,2004-11-08
6120,Gaudio,10,1920,2004-11-08
4170,Federer,1,5585,2004-11-15
4990,Roddick,2,3355,2004-11-15
3057,Hewitt,3,3190,2004-11-15
3444,Safin,4,2860,2004-11-15
5428,Moya,5,2420,2004-11-15
5936,Coria,6,2400,2004-11-15
2726,Henman,7,2365,2004-11-15
215,Agassi,8,2100,2004-11-15
5688,Nalbandian,9,1945,2004-11-15
6121,Gaudio,10,1920,2004-11-15
4171,Federer,1,6335,2004-11-22
4991,Roddick,2,3655,2004-11-22
3058,Hewitt,3,3590,2004-11-22
3445,Safin,4,3060,2004-11-22
5429,Moya,5,2520,2004-11-22
2727,Henman,6,2465,2004-11-22
5937,Coria,7,2400,2004-11-22
216,Agassi,8,2100,2004-11-22
5689,Nalbandian,9,1945,2004-11-22
6122,Gaudio,10,1920,2004-11-22
4172,Federer,1,6335,2004-11-29
4992,Roddick,2,3655,2004-11-29
3059,Hewitt,3,3590,2004-11-29
3446,Safin,4,3060,2004-11-29
5430,Moya,5,2520,2004-11-29
2728,Henman,6,2465,2004-11-29
5938,Coria,7,2400,2004-11-29
217,Agassi,8,2100,2004-11-29
5690,Nalbandian,9,1945,2004-11-29
6123,Gaudio,10,1920,2004-11-29
4173,Federer,1,6335,2004-12-06
4993,Roddick,2,3655,2004-12-06
3060,Hewitt,3,3590,2004-12-06
3447,Safin,4,3060,2004-12-06
5431,Moya,5,2520,2004-12-06
2729,Henman,6,2465,2004-12-06
5939,Coria,7,2400,2004-12-06
218,Agassi,8,2100,2004-12-06
5691,Nalbandian,9,1945,2004-12-06
6124,Gaudio,10,1920,2004-12-06
4174,Federer,1,6335,2004-12-13
4994,Roddick,2,3655,2004-12-13
3061,Hewitt,3,3590,2004-12-13
3448,Safin,4,3060,2004-12-13
5432,Moya,5,2520,2004-12-13
2730,Henman,6,2465,2004-12-13
5940,Coria,7,2400,2004-12-13
219,Agassi,8,2100,2004-12-13
5692,Nalbandian,9,1945,2004-12-13
6125,Gaudio,10,1920,2004-12-13
4175,Federer,1,6335,2004-12-20
4995,Roddick,2,3655,2004-12-20
3062,Hewitt,3,3590,2004-12-20
3449,Safin,4,3060,2004-12-20
5433,Moya,5,2520,2004-12-20
2731,Henman,6,2465,2004-12-20
5941,Coria,7,2400,2004-12-20
220,Agassi,8,2100,2004-12-20
5693,Nalbandian,9,1945,2004-12-20
6126,Gaudio,10,1920,2004-12-20
4424,Federer,1,6335,2004-12-27
5238,Roddick,2,3655,2004-12-27
3146,Hewitt,3,3590,2004-12-27
3505,Safin,4,3060,2004-12-27
5465,Moya,5,2520,2004-12-27
2774,Henman,6,2465,2004-12-27
6006,Coria,7,2400,2004-12-27
313,Agassi,8,2100,2004-12-27
5836,Nalbandian,9,1945,2004-12-27
6179,Gaudio,10,1920,2004-12-27
4425,Federer,1,6335,2005-01-03
5239,Roddick,2,3655,2005-01-03
3147,Hewitt,3,3590,2005-01-03
3506,Safin,4,3060,2005-01-03
5466,Moya,5,2520,2005-01-03
2775,Henman,6,2465,2005-01-03
6007,Coria,7,2400,2005-01-03
314,Agassi,8,2100,2005-01-03
5837,Nalbandian,9,1945,2005-01-03
6180,Gaudio,10,1920,2005-01-03
4176,Federer,1,6525,2005-01-10
4996,Roddick,2,3655,2005-01-10
3063,Hewitt,3,3590,2005-01-10
3450,Safin,4,3060,2005-01-10
5434,Moya,5,2520,2005-01-10
5942,Coria,6,2400,2005-01-10
2732,Henman,7,2360,2005-01-10
221,Agassi,8,2100,2005-01-10
5694,Nalbandian,9,1945,2005-01-10
6127,Gaudio,10,1920,2005-01-10
4177,Federer,1,6525,2005-01-17
4997,Roddick,2,3655,2005-01-17
3064,Hewitt,3,3590,2005-01-17
3451,Safin,4,3060,2005-01-17
5435,Moya,5,2475,2005-01-17
5943,Coria,6,2425,2005-01-17
2733,Henman,7,2360,2005-01-17
222,Agassi,8,2100,2005-01-17
5695,Nalbandian,9,1945,2005-01-17
6128,Gaudio,10,1920,2005-01-17
4426,Federer,1,6525,2005-01-24
5240,Roddick,2,3655,2005-01-24
3148,Hewitt,3,3590,2005-01-24
3507,Safin,4,3060,2005-01-24
5467,Moya,5,2475,2005-01-24
6008,Coria,6,2425,2005-01-24
2776,Henman,7,2360,2005-01-24
315,Agassi,8,2100,2005-01-24
5838,Nalbandian,9,1945,2005-01-24
6181,Gaudio,10,1920,2005-01-24
4178,Federer,1,5975,2005-01-31
3065,Hewitt,2,4140,2005-01-31
4998,Roddick,3,3855,2005-01-31
3452,Safin,4,3360,2005-01-31
5944,Coria,5,2570,2005-01-31
5436,Moya,6,2480,2005-01-31
2734,Henman,7,2360,2005-01-31
6129,Gaudio,8,1960,2005-01-31
5696,Nalbandian,9,1945,2005-01-31
223,Agassi,10,1900,2005-01-31
4179,Federer,1,5975,2005-02-07
3066,Hewitt,2,4140,2005-02-07
4999,Roddick,3,3855,2005-02-07
3453,Safin,4,3360,2005-02-07
5945,Coria,5,2570,2005-02-07
5437,Moya,6,2480,2005-02-07
2735,Henman,7,2360,2005-02-07
6130,Gaudio,8,2095,2005-02-07
5697,Nalbandian,9,1945,2005-02-07
224,Agassi,10,1900,2005-02-07
4180,Federer,1,5975,2005-02-14
3067,Hewitt,2,4140,2005-02-14
5000,Roddick,3,3855,2005-02-14
3454,Safin,4,3360,2005-02-14
5946,Coria,5,2570,2005-02-14
5438,Moya,6,2480,2005-02-14
2736,Henman,7,2360,2005-02-14
6131,Gaudio,8,2150,2005-02-14
6191,Johansson,9,1980,2005-02-14
5698,Nalbandian,10,1945,2005-02-14
4181,Federer,1,6050,2005-02-21
3068,Hewitt,2,3990,2005-02-21
5001,Roddick,3,3855,2005-02-21
3455,Safin,4,3360,2005-02-21
5947,Coria,5,2420,2005-02-21
5439,Moya,6,2400,2005-02-21
2737,Henman,7,2310,2005-02-21
6132,Gaudio,8,2150,2005-02-21
5699,Nalbandian,9,1945,2005-02-21
225,Agassi,10,1865,2005-02-21
4182,Federer,1,6175,2005-02-28
3069,Hewitt,2,3990,2005-02-28
5002,Roddick,3,3855,2005-02-28
3456,Safin,4,3360,2005-02-28
5948,Coria,5,2410,2005-02-28
5440,Moya,6,2400,2005-02-28
2738,Henman,7,2380,2005-02-28
6133,Gaudio,8,2150,2005-02-28
226,Agassi,9,1995,2005-02-28
5700,Nalbandian,10,1945,2005-02-28
4183,Federer,1,6050,2005-03-07
3070,Hewitt,2,3990,2005-03-07
5003,Roddick,3,3855,2005-03-07
3457,Safin,4,3360,2005-03-07
5949,Coria,5,2410,2005-03-07
2739,Henman,6,2380,2005-03-07
5441,Moya,7,2175,2005-03-07
6134,Gaudio,8,2150,2005-03-07
227,Agassi,9,1995,2005-03-07
5701,Nalbandian,10,1945,2005-03-07
4427,Federer,1,6050,2005-03-14
3149,Hewitt,2,3990,2005-03-14
5241,Roddick,3,3855,2005-03-14
3508,Safin,4,3360,2005-03-14
6009,Coria,5,2410,2005-03-14
2777,Henman,6,2380,2005-03-14
5468,Moya,7,2175,2005-03-14
6182,Gaudio,8,2150,2005-03-14
316,Agassi,9,1995,2005-03-14
5839,Nalbandian,10,1945,2005-03-14
4184,Federer,1,6050,2005-03-21
3071,Hewitt,2,4305,2005-03-21
5004,Roddick,3,3955,2005-03-21
3458,Safin,4,3360,2005-03-21
5950,Coria,5,2360,2005-03-21
5442,Moya,6,2295,2005-03-21
2740,Henman,7,2155,2005-03-21
6135,Gaudio,8,2150,2005-03-21
5702,Nalbandian,9,2020,2005-03-21
228,Agassi,10,1895,2005-03-21
4428,Federer,1,6050,2005-03-28
3150,Hewitt,2,4305,2005-03-28
5242,Roddick,3,3955,2005-03-28
3509,Safin,4,3360,2005-03-28
6010,Coria,5,2360,2005-03-28
5469,Moya,6,2295,2005-03-28
2778,Henman,7,2155,2005-03-28
6183,Gaudio,8,2150,2005-03-28
5840,Nalbandian,9,2020,2005-03-28
317,Agassi,10,1895,2005-03-28
4185,Federer,1,6515,2005-04-04
3072,Hewitt,2,4270,2005-04-04
5005,Roddick,3,3460,2005-04-04
3459,Safin,4,3390,2005-04-04
2741,Henman,5,2275,2005-04-04
6136,Gaudio,6,2220,2005-04-04
5443,Moya,7,2205,2005-04-04
