name,type,value,date
Gaudio,10,1940,2004-11-01
Federer,1,5585,2004-11-08
Roddick,2,3355,2004-11-08
Hewitt,3,3190,2004-11-08
Safin,4,2860,2004-11-08
Moya,5,2420,2004-11-08
Coria,6,2400,2004-11-08
Henman,7,2365,2004-11-08
Agassi,8,2100,2004-11-08
Nalbandian,9,1945,2004-11-08
Gaudio,10,1920,2004-11-08
Federer,1,5585,2004-11-15
Roddick,2,3355,2004-11-15
Hewitt,3,3190,2004-11-15
Safin,4,2860,2004-11-15
Moya,5,2420,2004-11-15
Coria,6,2400,2004-11-15
Henman,7,2365,2004-11-15
Agassi,8,2100,2004-11-15
Nalbandian,9,1945,2004-11-15
Gaudio,10,1920,2004-11-15
Federer,1,6335,2004-11-22
Roddick,2,3655,2004-11-22
Hewitt,3,3590,2004-11-22
Safin,4,3060,2004-11-22
Moya,5,2520,2004-11-22
Henman,6,2465,2004-11-22
Coria,7,2400,2004-11-22
Agassi,8,2100,2004-11-22
Nalbandian,9,1945,2004-11-22
Gaudio,10,1920,2004-11-22
Federer,1,6335,2004-11-29
Roddick,2,3655,2004-11-29
Hewitt,3,3590,2004-11-29
Safin,4,3060,2004-11-29
Moya,5,2520,2004-11-29
Henman,6,2465,2004-11-29
Coria,7,2400,2004-11-29
Agassi,8,2100,2004-11-29
Nalbandian,9,1945,2004-11-29
Gaudio,10,1920,2004-11-29
Federer,1,6335,2004-12-06
Roddick,2,3655,2004-12-06
Hewitt,3,3590,2004-12-06
Safin,4,3060,2004-12-06
Moya,5,2520,2004-12-06
Henman,6,2465,2004-12-06
Coria,7,2400,2004-12-06
Agassi,8,2100,2004-12-06
Nalbandian,9,1945,2004-12-06
Gaudio,10,1920,2004-12-06
Federer,1,6335,2004-12-13
Roddick,2,3655,2004-12-13
Hewitt,3,3590,2004-12-13
Safin,4,3060,2004-12-13
Moya,5,2520,2004-12-13
Henman,6,2465,2004-12-13
Coria,7,2400,2004-12-13
Agassi,8,2100,2004-12-13
Nalbandian,9,1945,2004-12-13
Gaudio,10,1920,2004-12-13
Federer,1,6335,2004-12-20
Roddick,2,3655,2004-12-20
Hewitt,3,3590,2004-12-20
Safin,4,3060,2004-12-20
Moya,5,2520,2004-12-20
Henman,6,2465,2004-12-20
Coria,7,2400,2004-12-20
Agassi,8,2100,2004-12-20
Nalbandian,9,1945,2004-12-20
Gaudio,10,1920,2004-12-20
Federer,1,6335,2004-12-27
Roddick,2,3655,2004-12-27
Hewitt,3,3590,2004-12-27
Safin,4,3060,2004-12-27
Moya,5,2520,2004-12-27
Henman,6,2465,2004-12-27
Coria,7,2400,2004-12-27
Agassi,8,2100,2004-12-27
Nalbandian,9,1945,2004-12-27
Gaudio,10,1920,2004-12-27
Federer,1,6335,2005-01-03
Roddick,2,3655,2005-01-03
Hewitt,3,3590,2005-01-03
Safin,4,3060,2005-01-03
Moya,5,2520,2005-01-03
Henman,6,2465,2005-01-03
Coria,7,2400,2005-01-03
Agassi,8,2100,2005-01-03
Nalbandian,9,1945,2005-01-03
Gaudio,10,1920,2005-01-03
Federer,1,6525,2005-01-10
Roddick,2,3655,2005-01-10
Hewitt,3,3590,2005-01-10
Safin,4,3060,2005-01-10
Moya,5,2520,2005-01-10
Coria,6,2400,2005-01-10
Henman,7,2360,2005-01-10
Agassi,8,2100,2005-01-10
Nalbandian,9,1945,2005-01-10
Gaudio,10,1920,2005-01-10
Federer,1,6525,2005-01-17
Roddick,2,3655,2005-01-17
Hewitt,3,3590,2005-01-17
Safin,4,3060,2005-01-17
Moya,5,2475,2005-01-17
Coria,6,2425,2005-01-17
Henman,7,2360,2005-01-17
Agassi,8,2100,2005-01-17
Nalbandian,9,1945,2005-01-17
Gaudio,10,1920,2005-01-17
Federer,1,6525,2005-01-24
Roddick,2,3655,2005-01-24
Hewitt,3,3590,2005-01-24
Safin,4,3060,2005-01-24
Moya,5,2475,2005-01-24
Coria,6,2425,2005-01-24
Henman,7,2360,2005-01-24
Agassi,8,2100,2005-01-24
Nalbandian,9,1945,2005-01-24
Gaudio,10,1920,2005-01-24
Federer,1,5975,2005-01-31
Hewitt,2,4140,2005-01-31
Roddick,3,3855,2005-01-31
Safin,4,3360,2005-01-31
Coria,5,2570,2005-01-31
Moya,6,2480,2005-01-31
Henman,7,2360,2005-01-31
Gaudio,8,1960,2005-01-31
Nalbandian,9,1945,2005-01-31
Agassi,10,1900,2005-01-31
Federer,1,5975,2005-02-07
Hewitt,2,4140,2005-02-07
Roddick,3,3855,2005-02-07
Safin,4,3360,2005-02-07
Coria,5,2570,2005-02-07
Moya,6,2480,2005-02-07
Henman,7,2360,2005-02-07
Gaudio,8,2095,2005-02-07
Nalbandian,9,1945,2005-02-07
Agassi,10,1900,2005-02-07
Federer,1,5975,2005-02-14
Hewitt,2,4140,2005-02-14
Roddick,3,3855,2005-02-14
Safin,4,3360,2005-02-14
Coria,5,2570,2005-02-14
Moya,6,2480,2005-02-14
Henman,7,2360,2005-02-14
Gaudio,8,2150,2005-02-14
Johansson,9,1980,2005-02-14
Nalbandian,10,1945,2005-02-14
Federer,1,6050,2005-02-21
Hewitt,2,3990,2005-02-21
Roddick,3,3855,2005-02-21
Safin,4,3360,2005-02-21
Coria,5,2420,2005-02-21
Moya,6,2400,2005-02-21
Henman,7,2310,2005-02-21
Gaudio,8,2150,2005-02-21
Nalbandian,9,1945,2005-02-21
Agassi,10,1865,2005-02-21
Federer,1,6175,2005-02-28
Hewitt,2,3990,2005-02-28
Roddick,3,3855,2005-02-28
Safin,4,3360,2005-02-28
Coria,5,2410,2005-02-28
Moya,6,2400,2005-02-28
Henman,7,2380,2005-02-28
Gaudio,8,2150,2005-02-28
Agassi,9,1995,2005-02-28
Nalbandian,10,1945,2005-02-28
Federer,1,6050,2005-03-07
Hewitt,2,3990,2005-03-07
Roddick,3,3855,2005-03-07
Safin,4,3360,2005-03-07
Coria,5,2410,2005-03-07
Henman,6,2380,2005-03-07
Moya,7,2175,2005-03-07
Gaudio,8,2150,2005-03-07
Agassi,9,1995,2005-03-07
Nalbandian,10,1945,2005-03-07
Federer,1,6050,2005-03-14
Hewitt,2,3990,2005-03-14
Roddick,3,3855,2005-03-14
Safin,4,3360,2005-03-14
Coria,5,2410,2005-03-14
Henman,6,2380,2005-03-14
Moya,7,2175,2005-03-14
Gaudio,8,2150,2005-03-14
Agassi,9,1995,2005-03-14
Nalbandian,10,1945,2005-03-14
Federer,1,6050,2005-03-21
Hewitt,2,4305,2005-03-21
Roddick,3,3955,2005-03-21
Safin,4,3360,2005-03-21
Coria,5,2360,2005-03-21
Moya,6,2295,2005-03-21
Henman,7,2155,2005-03-21
Gaudio,8,2150,2005-03-21
Nalbandian,9,2020,2005-03-21
Agassi,10,1895,2005-03-21
Federer,1,6050,2005-03-28
Hewitt,2,4305,2005-03-28
Roddick,3,3955,2005-03-28
Safin,4,3360,2005-03-28
Coria,5,2360,2005-03-28
Moya,6,2295,2005-03-28
Henman,7,2155,2005-03-28
Gaudio,8,2150,2005-03-28
Nalbandian,9,2020,2005-03-28
Agassi,10,1895,2005-03-28
Federer,1,6515,2005-04-04
Hewitt,2,4270,2005-04-04
Roddick,3,3460,2005-04-04
Safin,4,3390,2005-04-04
Henman,5,2275,2005-04-04
Gaudio,6,2220,2005-04-04
Moya,7,2205,2005-04-04
Nalbandian,8,2055,2005-04-04
Coria,9,2045,2005-04-04
Agassi,10,2045,2005-04-04
Federer,1,6515,2005-04-11
Hewitt,2,4270,2005-04-11
Roddick,3,3460,2005-04-11
Safin,4,3390,2005-04-11
Henman,5,2275,2005-04-11
Gaudio,6,2220,2005-04-11
Moya,7,2205,2005-04-11
Nalbandian,8,2055,2005-04-11
Coria,9,2045,2005-04-11
Agassi,10,2045,2005-04-11
Federer,1,6465,2005-04-18
Hewitt,2,4170,2005-04-18
Safin,3,3345,2005-04-18
Roddick,4,3340,2005-04-18
Coria,5,2390,2005-04-18
Henman,6,2275,2005-04-18
Moya,7,2185,2005-04-18
Gaudio,8,2170,2005-04-18
Nalbandian,9,2030,2005-04-18
Agassi,10,2005,2005-04-18
Federer,1,6640,2005-04-25
Hewitt,2,4195,2005-04-25
Roddick,3,3515,2005-04-25
Safin,4,3145,2005-04-25
Gaudio,5,2310,2005-04-25
Henman,6,2155,2005-04-25
Nadal,7,2100,2005-04-25
Agassi,8,2045,2005-04-25
Moya,9,1985,2005-04-25
Nalbandian,10,1930,2005-04-25
Federer,1,6640,2005-05-02
Hewitt,2,4195,2005-05-02
Roddick,3,3515,2005-05-02
Safin,4,3145,2005-05-02
Gaudio,5,2300,2005-05-02
Henman,6,2155,2005-05-02
Nadal,7,2100,2005-05-02
Moya,8,2050,2005-05-02
Agassi,9,2045,2005-05-02
Nalbandian,10,2030,2005-05-02
Federer,1,6605,2005-05-09
Hewitt,2,4160,2005-05-09
Roddick,3,3585,2005-05-09
Safin,4,3105,2005-05-09
Nadal,5,2600,2005-05-09
Gaudio,6,2370,2005-05-09
Agassi,7,2270,2005-05-09
Coria,8,2265,2005-05-09
Henman,9,2155,2005-05-09
Canas,10,1715,2005-05-09
Federer,1,6605,2005-05-16
Hewitt,2,3935,2005-05-16
Roddick,3,3590,2005-05-16
Safin,4,3065,2005-05-16
Nadal,5,2600,2005-05-16
Gaudio,6,2440,2005-05-16
Agassi,7,2275,2005-05-16
Henman,8,2195,2005-05-16
Coria,9,2040,2005-05-16
Canas,10,1745,2005-05-16
Federer,1,6605,2005-05-23
Hewitt,2,3935,2005-05-23
Roddick,3,3590,2005-05-23
Safin,4,3065,2005-05-23
Nadal,5,2600,2005-05-23
Gaudio,6,2440,2005-05-23
Agassi,7,2275,2005-05-23
Henman,8,2195,2005-05-23
Coria,9,2040,2005-05-23
Canas,10,1745,2005-05-23
Federer,1,6605,2005-05-30
Hewitt,2,3935,2005-05-30
Roddick,3,3590,2005-05-30
Safin,4,3065,2005-05-30
Nadal,5,2600,2005-05-30
Gaudio,6,2440,2005-05-30
Agassi,7,2275,2005-05-30
Henman,8,2195,2005-05-30
Coria,9,2040,2005-05-30
Canas,10,1745,2005-05-30
Federer,1,6980,2005-06-06
Hewitt,2,3685,2005-06-06
Nadal,3,3600,2005-06-06
Roddick,4,3590,2005-06-06
Safin,5,3065,2005-06-06
Agassi,6,2275,2005-06-06
Davydenko,7,2085,2005-06-06
Canas,8,1990,2005-06-06
Henman,9,1780,2005-06-06
Johansson,10,1620,2005-06-06
Federer,1,6980,2005-06-13
Hewitt,2,3640,2005-06-13
Nadal,3,3600,2005-06-13
Roddick,4,3590,2005-06-13
Safin,5,3195,2005-06-13
Agassi,6,2275,2005-06-13
Davydenko,7,2085,2005-06-13
Canas,8,2075,2005-06-13
Henman,9,1830,2005-06-13
Johansson,10,1620,2005-06-13
Federer,1,6980,2005-06-20
Hewitt,2,3640,2005-06-20
Nadal,3,3600,2005-06-20
Roddick,4,3590,2005-06-20
Safin,5,3195,2005-06-20
Agassi,6,2275,2005-06-20
Davydenko,7,2085,2005-06-20
Canas,8,2075,2005-06-20
Henman,9,1830,2005-06-20
Johansson,10,1620,2005-06-20
Federer,1,6980,2005-06-27
Hewitt,2,3640,2005-06-27
Nadal,3,3600,2005-06-27
Roddick,4,3590,2005-06-27
Safin,5,3195,2005-06-27
Agassi,6,2275,2005-06-27
Davydenko,7,2085,2005-06-27
Canas,8,2075,2005-06-27
Henman,9,1830,2005-06-27
Johansson,10,1620,2005-06-27
Federer,1,6980,2005-07-04
Hewitt,2,3840,2005-07-04
Nadal,3,3635,2005-07-04
Roddick,4,3590,2005-07-04
Safin,5,3265,2005-07-04
Agassi,6,2275,2005-07-04
Davydenko,7,2115,2005-07-04
Canas,8,2070,2005-07-04
Johansson,9,1688,2005-07-04
Nalbandian,10,1635,2005-07-04
Federer,1,6980,2005-07-11
Hewitt,2,3840,2005-07-11
Nadal,3,3750,2005-07-11
Roddick,4,3590,2005-07-11
Safin,5,3265,2005-07-11
Agassi,6,2275,2005-07-11
Davydenko,7,2115,2005-07-11
Canas,8,2070,2005-07-11
Johansson,9,1688,2005-07-11
Nalbandian,10,1635,2005-07-11
Federer,1,6980,2005-07-18
Hewitt,2,3840,2005-07-18
Nadal,3,3750,2005-07-18
Roddick,4,3590,2005-07-18
Safin,5,3265,2005-07-18
Agassi,6,2275,2005-07-18
Davydenko,7,2045,2005-07-18
Canas,8,1835,2005-07-18
Johansson,9,1688,2005-07-18
Nalbandian,10,1635,2005-07-18
Federer,1,6980,2005-07-25
Nadal,2,3940,2005-07-25
Hewitt,3,3840,2005-07-25
Roddick,4,3500,2005-07-25
Safin,5,3265,2005-07-25
Agassi,6,2275,2005-07-25
Davydenko,7,2115,2005-07-25
Johansson,8,1688,2005-07-25
Canas,9,1665,2005-07-25
Puerta,10,1641,2005-07-25
Federer,1,6505,2005-08-01
Nadal,2,3995,2005-08-01
Hewitt,3,3805,2005-08-01
Safin,4,3285,2005-08-01
Roddick,5,3200,2005-08-01
Agassi,6,2415,2005-08-01
Davydenko,7,2115,2005-08-01
Gaudio,8,1835,2005-08-01
Coria,9,1670,2005-08-01
Canas,10,1665,2005-08-01
Federer,1,6500,2005-08-08
Nadal,2,4030,2005-08-08
Hewitt,3,3455,2005-08-08
Safin,4,3175,2005-08-08
Roddick,5,3175,2005-08-08
Davydenko,6,2115,2005-08-08
Agassi,7,1915,2005-08-08
Gaudio,8,1875,2005-08-08
Coria,9,1745,2005-08-08
Canas,10,1665,2005-08-08
Federer,1,6500,2005-08-15
Nadal,2,4355,2005-08-15
Hewitt,3,3460,2005-08-15
Safin,4,3160,2005-08-15
Roddick,5,3130,2005-08-15
Agassi,6,2265,2005-08-15
Davydenko,7,2150,2005-08-15
Gaudio,8,1925,2005-08-15
Puerta,9,1762,2005-08-15
Coria,10,1745,2005-08-15
Federer,1,6975,2005-08-22
Nadal,2,4320,2005-08-22
Hewitt,3,3510,2005-08-22
Roddick,4,3370,2005-08-22
Safin,5,3260,2005-08-22
Davydenko,6,2215,2005-08-22
Agassi,7,2190,2005-08-22
Coria,8,1765,2005-08-22
Gaudio,9,1755,2005-08-22
Puerta,10,1717,2005-08-22
Federer,1,6975,2005-08-29
Nadal,2,4320,2005-08-29
Roddick,3,3370,2005-08-29
Hewitt,4,3335,2005-08-29
Safin,5,3260,2005-08-29
Davydenko,6,2215,2005-08-29
Agassi,7,2190,2005-08-29
Coria,8,1765,2005-08-29
Gaudio,9,1755,2005-08-29
Puerta,10,1717,2005-08-29
Federer,1,6975,2005-09-05
Nadal,2,4320,2005-09-05
Roddick,3,3370,2005-09-05
Hewitt,4,3335,2005-09-05
Safin,5,3260,2005-09-05
Davydenko,6,2215,2005-09-05
Agassi,7,2190,2005-09-05
Coria,8,1765,2005-09-05
Gaudio,9,1755,2005-09-05
Puerta,10,1717,2005-09-05
Federer,1,6975,2005-09-12
Nadal,2,4360,2005-09-12
Safin,3,3255,2005-09-12
Roddick,4,3125,2005-09-12
Hewitt,5,3085,2005-09-12
Agassi,6,2640,2005-09-12
Davydenko,7,2175,2005-09-12
Coria,8,2015,2005-09-12
Nalbandian,9,1915,2005-09-12
Puerta,10,1737,2005-09-12
Federer,1,6975,2005-09-19
Nadal,2,4475,2005-09-19
Roddick,3,3125,2005-09-19
Safin,4,3085,2005-09-19
Hewitt,5,3085,2005-09-19
Agassi,6,2640,2005-09-19
Davydenko,7,2175,2005-09-19
Coria,8,2110,2005-09-19
Nalbandian,9,1915,2005-09-19
Puerta,10,1727,2005-09-19
Federer,1,6975,2005-09-26
Nadal,2,4475,2005-09-26
Roddick,3,3125,2005-09-26
Safin,4,3085,2005-09-26
Hewitt,5,3085,2005-09-26
Agassi,6,2640,2005-09-26
Davydenko,7,2175,2005-09-26
Coria,8,2110,2005-09-26
Nalbandian,9,1915,2005-09-26
Puerta,10,1727,2005-09-26
Federer,1,6975,2005-10-03
Nadal,2,4475,2005-10-03
Hewitt,3,3125,2005-10-03
Roddick,4,3115,2005-10-03
Safin,5,3015,2005-10-03
Agassi,6,2640,2005-10-03
Davydenko,7,2175,2005-10-03
Coria,8,2110,2005-10-03
Nalbandian,9,1915,2005-10-03
Puerta,10,1784,2005-10-03
Federer,1,6975,2005-10-10
Nadal,2,4475,2005-10-10
Roddick,3,3115,2005-10-10
Safin,4,3015,2005-10-10
Hewitt,5,3015,2005-10-10
Agassi,6,2640,2005-10-10
Davydenko,7,2175,2005-10-10
Coria,8,2110,2005-10-10
Nalbandian,9,1905,2005-10-10
Puerta,10,1784,2005-10-10
Federer,1,6975,2005-10-17
Nadal,2,4475,2005-10-17
Roddick,3,3115,2005-10-17
Hewitt,4,3015,2005-10-17
Safin,5,2990,2005-10-17
Agassi,6,2640,2005-10-17
Coria,7,2110,2005-10-17
Davydenko,8,2000,2005-10-17
Nalbandian,9,1905,2005-10-17
Puerta,10,1784,2005-10-17
Federer,1,6975,2005-10-24
Nadal,2,4940,2005-10-24
Roddick,3,3120,2005-10-24
Hewitt,4,3015,2005-10-24
Safin,5,2490,2005-10-24
Agassi,6,2415,2005-10-24
Coria,7,2185,2005-10-24
Davydenko,8,2000,2005-10-24
Puerta,9,1834,2005-10-24
Nalbandian,10,1780,2005-10-24
Federer,1,6975,2005-10-31
Nadal,2,4940,2005-10-31
Roddick,3,3235,2005-10-31
Hewitt,4,3015,2005-10-31
Safin,5,2430,2005-10-31
Agassi,6,2275,2005-10-31
Coria,7,2185,2005-10-31
Davydenko,8,2000,2005-10-31
Puerta,9,1834,2005-10-31
Ljubicic,10,1765,2005-10-31
Federer,1,6225,2005-11-07
Nadal,2,4765,2005-11-07
Roddick,3,3085,2005-11-07
Hewitt,4,2490,2005-11-07
Agassi,5,2275,2005-11-07
Coria,6,2190,2005-11-07
Davydenko,7,2090,2005-11-07
Ljubicic,8,2080,2005-11-07
Gaudio,9,1850,2005-11-07
Puerta,10,1799,2005-11-07
Federer,1,6225,2005-11-14
Nadal,2,4765,2005-11-14
Roddick,3,3085,2005-11-14
Hewitt,4,2490,2005-11-14
Agassi,5,2275,2005-11-14
Coria,6,2190,2005-11-14
Davydenko,7,2090,2005-11-14
Ljubicic,8,2080,2005-11-14
Gaudio,9,1850,2005-11-14
Puerta,10,1799,2005-11-14
Federer,1,6725,2005-11-21
Nadal,2,4765,2005-11-21
Roddick,3,3085,2005-11-21
Hewitt,4,2490,2005-11-21
Davydenko,5,2390,2005-11-21
Nalbandian,6,2370,2005-11-21
Agassi,7,2275,2005-11-21
Coria,8,2190,2005-11-21
Ljubicic,9,2180,2005-11-21
Gaudio,10,2050,2005-11-21
Federer,1,6725,2005-11-28
Nadal,2,4765,2005-11-28
Roddick,3,3085,2005-11-28
Hewitt,4,2490,2005-11-28
Davydenko,5,2390,2005-11-28
Nalbandian,6,2370,2005-11-28
Agassi,7,2275,2005-11-28
Coria,8,2190,2005-11-28
Ljubicic,9,2180,2005-11-28
Gaudio,10,2050,2005-11-28
Federer,1,6725,2005-12-05
Nadal,2,4765,2005-12-05
Roddick,3,3085,2005-12-05
Hewitt,4,2490,2005-12-05
Davydenko,5,2390,2005-12-05
Nalbandian,6,2370,2005-12-05
Agassi,7,2275,2005-12-05
Coria,8,2190,2005-12-05
Ljubicic,9,2180,2005-12-05
Gaudio,10,2050,2005-12-05
Federer,1,6725,2005-12-12
Nadal,2,4765,2005-12-12
Roddick,3,3085,2005-12-12
Hewitt,4,2490,2005-12-12
Davydenko,5,2390,2005-12-12
Nalbandian,6,2370,2005-12-12
Agassi,7,2275,2005-12-12
Coria,8,2190,2005-12-12
Ljubicic,9,2180,2005-12-12
Gaudio,10,2050,2005-12-12
Federer,1,6725,2005-12-19
Nadal,2,4765,2005-12-19
Roddick,3,3085,2005-12-19
Hewitt,4,2490,2005-12-19
Davydenko,5,2390,2005-12-19
Nalbandian,6,2370,2005-12-19
Agassi,7,2275,2005-12-19
Coria,8,2190,2005-12-19
Ljubicic,9,2180,2005-12-19
Gaudio,10,2050,2005-12-19
Federer,1,6725,2005-12-26
Nadal,2,4765,2005-12-26
Roddick,3,3085,2005-12-26
Hewitt,4,2490,2005-12-26
Davydenko,5,2390,2005-12-26
Nalbandian,6,2370,2005-12-26
Agassi,7,2275,2005-12-26
Coria,8,2190,2005-12-26
Ljubicic,9,2180,2005-12-26
Gaudio,10,2050,2005-12-26
Federer,1,6725,2006-01-02
Nadal,2,4765,2006-01-02
Roddick,3,3085,2006-01-02
Hewitt,4,2490,2006-01-02
Davydenko,5,2390,2006-01-02
Nalbandian,6,2370,2006-01-02
Agassi,7,2275,2006-01-02
Coria,8,2190,2006-01-02
Ljubicic,9,2180,2006-01-02
Gaudio,10,2050,2006-01-02
Federer,1,6725,2006-01-09
Nadal,2,4765,2006-01-09
Roddick,3,3085,2006-01-09
Hewitt,4,2465,2006-01-09
Nalbandian,5,2370,2006-01-09
Davydenko,6,2355,2006-01-09
Agassi,7,2275,2006-01-09
Coria,8,2190,2006-01-09
Ljubicic,9,2180,2006-01-09
Gaudio,10,2050,2006-01-09
Federer,1,6725,2006-01-16
Nadal,2,4765,2006-01-16
Roddick,3,3085,2006-01-16
Nalbandian,4,2370,2006-01-16
Davydenko,5,2355,2006-01-16
Hewitt,6,2330,2006-01-16
Agassi,7,2275,2006-01-16
Ljubicic,8,2180,2006-01-16
Coria,9,2175,2006-01-16
Gaudio,10,2050,2006-01-16
Federer,1,6725,2006-01-23
Nadal,2,4765,2006-01-23
Roddick,3,3085,2006-01-23
Nalbandian,4,2370,2006-01-23
Davydenko,5,2355,2006-01-23
Hewitt,6,2330,2006-01-23
Agassi,7,2275,2006-01-23
Ljubicic,8,2180,2006-01-23
Coria,9,2175,2006-01-23
Gaudio,10,2050,2006-01-23
Federer,1,7275,2006-01-30
Nadal,2,4615,2006-01-30
Roddick,3,2785,2006-01-30
Nalbandian,4,2570,2006-01-30
Ljubicic,5,2395,2006-01-30
Davydenko,6,2355,2006-01-30
Coria,7,2100,2006-01-30
Gaudio,8,2050,2006-01-30
Agassi,9,2025,2006-01-30
Ferrer,10,1780,2006-01-30
Federer,1,7275,2006-02-06
Nadal,2,4615,2006-02-06
Roddick,3,2785,2006-02-06
Nalbandian,4,2570,2006-02-06
Ljubicic,5,2395,2006-02-06
Davydenko,6,2355,2006-02-06
Coria,7,2100,2006-02-06
Agassi,8,2065,2006-02-06
Gaudio,9,2050,2006-02-06
Ferrer,10,1730,2006-02-06
Federer,1,7275,2006-02-13
Nadal,2,4615,2006-02-13
Roddick,3,2720,2006-02-13
Nalbandian,4,2560,2006-02-13
Ljubicic,5,2395,2006-02-13
Davydenko,6,2355,2006-02-13
Coria,7,2100,2006-02-13
Agassi,8,2025,2006-02-13
Gaudio,9,1950,2006-02-13
Ferrer,10,1730,2006-02-13
Federer,1,7025,2006-02-20
Nadal,2,4615,2006-02-20
Roddick,3,2685,2006-02-20
Nalbandian,4,2560,2006-02-20
Ljubicic,5,2395,2006-02-20
Davydenko,6,2355,2006-02-20
Coria,7,2100,2006-02-20
Agassi,8,2025,2006-02-20
Gaudio,9,1950,2006-02-20
Hewitt,10,1785,2006-02-20
Federer,1,6725,2006-02-27
Nadal,2,4455,2006-02-27
Roddick,3,2685,2006-02-27
Nalbandian,4,2560,2006-02-27
Davydenko,5,2390,2006-02-27
Ljubicic,6,2245,2006-02-27
Coria,7,2100,2006-02-27
Gaudio,8,1950,2006-02-27
Agassi,9,1890,2006-02-27
Hewitt,10,1785,2006-02-27
Federer,1,6935,2006-03-06
Nadal,2,4665,2006-03-06
Roddick,3,2685,2006-03-06
Nalbandian,4,2560,2006-03-06
Davydenko,5,2390,2006-03-06
Ljubicic,6,2245,2006-03-06
Coria,7,2100,2006-03-06
Gaudio,8,1985,2006-03-06
Agassi,9,1915,2006-03-06
Hewitt,10,1890,2006-03-06
Federer,1,6935,2006-03-13
Nadal,2,4665,2006-03-13
Roddick,3,2685,2006-03-13
Nalbandian,4,2560,2006-03-13
Davydenko,5,2390,2006-03-13
Ljubicic,6,2245,2006-03-13
Coria,7,2100,2006-03-13
Gaudio,8,1985,2006-03-13
Agassi,9,1915,2006-03-13
Hewitt,10,1890,2006-03-13
Federer,1,6935,2006-03-20
Nadal,2,4890,2006-03-20
Nalbandian,3,2560,2006-03-20
Roddick,4,2535,2006-03-20
Davydenko,5,2420,2006-03-20
Ljubicic,6,2295,2006-03-20
Coria,7,2025,2006-03-20
Gaudio,8,1985,2006-03-20
Blake,9,1880,2006-03-20
Agassi,10,1825,2006-03-20
Federer,1,6935,2006-03-27
Nadal,2,4890,2006-03-27
Nalbandian,3,2560,2006-03-27
Roddick,4,2535,2006-03-27
Davydenko,5,2420,2006-03-27
Ljubicic,6,2295,2006-03-27
Coria,7,2025,2006-03-27
Gaudio,8,1985,2006-03-27
Blake,9,1880,2006-03-27
Agassi,10,1825,2006-03-27
Federer,1,6935,2006-04-03
Nadal,2,4545,2006-04-03
Nalbandian,3,2750,2006-04-03
Roddick,4,2655,2006-04-03
Ljubicic,5,2570,2006-04-03
Davydenko,6,2490,2006-04-03
Coria,7,2025,2006-04-03
Blake,8,1985,2006-04-03
Gaudio,9,1915,2006-04-03
Ferrer,10,1700,2006-04-03
Federer,1,6935,2006-04-10
Nadal,2,4545,2006-04-10
Nalbandian,3,2750,2006-04-10
Roddick,4,2655,2006-04-10
Ljubicic,5,2570,2006-04-10
Davydenko,6,2490,2006-04-10
Coria,7,2025,2006-04-10
Blake,8,1985,2006-04-10
Gaudio,9,1915,2006-04-10
Ferrer,10,1605,2006-04-10
Federer,1,6810,2006-04-17
Nadal,2,4135,2006-04-17
Nalbandian,3,2750,2006-04-17
Roddick,4,2715,2006-04-17
Ljubicic,5,2615,2006-04-17
Davydenko,6,2490,2006-04-17
Blake,7,1985,2006-04-17
Gaudio,8,1865,2006-04-17
Coria,9,1690,2006-04-17
Agassi,10,1600,2006-04-17
Federer,1,7160,2006-04-24
Nadal,2,4335,2006-04-24
Nalbandian,3,2825,2006-04-24
Ljubicic,4,2690,2006-04-24
Roddick,5,2540,2006-04-24
Davydenko,6,2360,2006-04-24
Gaudio,7,2015,2006-04-24
Blake,8,1945,2006-04-24
Coria,9,1790,2006-04-24
Gonzalez,10,1620,2006-04-24
Federer,1,7160,2006-05-01
Nadal,2,4545,2006-05-01
Ljubicic,3,2690,2006-05-01
Nalbandian,4,2650,2006-05-01
Roddick,5,2540,2006-05-01
Davydenko,6,2360,2006-05-01
Blake,7,1945,2006-05-01
Gaudio,8,1855,2006-05-01
Coria,9,1800,2006-05-01
Gonzalez,10,1620,2006-05-01
Federer,1,7160,2006-05-08
Nadal,2,4135,2006-05-08
Nalbandian,3,2845,2006-05-08
Ljubicic,4,2665,2006-05-08
Roddick,5,2515,2006-05-08
Davydenko,6,2495,2006-05-08
Blake,7,1910,2006-05-08
Gaudio,8,1800,2006-05-08
Gonzalez,9,1640,2006-05-08
Robredo,10,1630,2006-05-08
Federer,1,7010,2006-05-15
Nadal,2,4635,2006-05-15
Nalbandian,3,3065,2006-05-15
Roddick,4,2635,2006-05-15
Ljubicic,5,2635,2006-05-15
Davydenko,6,2345,2006-05-15
Blake,7,1865,2006-05-15
Gonzalez,8,1730,2006-05-15
Gaudio,9,1730,2006-05-15
Hewitt,10,1595,2006-05-15
Federer,1,7010,2006-05-22
Nadal,2,4545,2006-05-22
Nalbandian,3,3065,2006-05-22
Ljubicic,4,2610,2006-05-22
Roddick,5,2585,2006-05-22
Davydenko,6,2295,2006-05-22
Robredo,7,2020,2006-05-22
Blake,8,1925,2006-05-22
Gonzalez,9,1780,2006-05-22
Gaudio,10,1745,2006-05-22
Federer,1,7010,2006-05-29
Nadal,2,4545,2006-05-29
Nalbandian,3,3065,2006-05-29
Ljubicic,4,2610,2006-05-29
Roddick,5,2585,2006-05-29
